tag,slope,trend
chr,1.13782476188883E-07,positive
ioc-container,1.13785955541118E-07,neutral
stop-words,1.13788630718761E-07,positive
spherical-coordinate,1.13795637299452E-07,positive
custom-attributes,1.13796122217777E-07,positive
examine,1.13823401438782E-07,positive
azure-disk,1.13824433589486E-07,positive
ipsec,1.13829277334279E-07,positive
memoryview,1.13837669625042E-07,positive
tail,1.1384838799853E-07,positive
imagefilter,1.13854442986336E-07,positive
gun,1.13865901151536E-07,positive
mining,1.13889596699869E-07,positive
miktex,1.1389012503501E-07,positive
android-graphics,1.1391275886515E-07,positive
uiwebview,1.13914369917735E-07,neutral
decibel,1.13916713163791E-07,positive
locks,1.13958867642789E-07,positive
git-cherry-pick,1.13998083292249E-07,positive
paraview,1.13999724392897E-07,positive
mtu,1.14003147957477E-07,positive
maven-publish,1.14025648608121E-07,positive
broom,1.1405167460922E-07,positive
piano,1.14052282581091E-07,positive
assembly-binding-redirect,1.14057197382333E-07,positive
chrome-devtools-protocol,1.14070707108703E-07,positive
github-graphql,1.14078905299349E-07,positive
gnu-toolchain,1.14079202839651E-07,positive
facebook-ios-sdk,1.14084732881378E-07,neutral
rpm-spec,1.14086103441302E-07,positive
set-theory,1.14091716285484E-07,positive
software-distribution,1.14131300622653E-07,positive
image-formats,1.14134246761183E-07,positive
blackboard,1.14141584811381E-07,positive
workload,1.14154414779934E-07,positive
nurbs,1.14161499001806E-07,positive
listadapter,1.14173136007489E-07,positive
maven-enforcer-plugin,1.14176776277287E-07,positive
flutter-desktop,1.14209187315275E-07,positive
plink,1.14211725561611E-07,positive
sql-date-functions,1.14214744787378E-07,positive
numexpr,1.1422454002657E-07,positive
classcastexception,1.14233335490936E-07,positive
vertical-alignment,1.14252595896499E-07,positive
file-encodings,1.14266207414797E-07,positive
react-jsonschema-forms,1.14269225289614E-07,positive
reportingservices-2005,1.14282590751239E-07,neutral
query-parser,1.14303701054431E-07,positive
lotus-formula,1.14320440998477E-07,positive
filechooser,1.14323608572997E-07,positive
epson,1.14333554759215E-07,positive
hssfworkbook,1.14349294060203E-07,positive
massif,1.14367360406735E-07,positive
jena,1.14367776697736E-07,positive
deviation,1.14389904786815E-07,positive
extra,1.14403837920584E-07,positive
flutter-widget,1.14426585151685E-07,positive
android-orientation,1.14434260971274E-07,positive
freeipa,1.14472197478775E-07,positive
mecab,1.1448790441357E-07,positive
mutiny,1.14512303388993E-07,positive
owner,1.14513922238835E-07,positive
srgb,1.14514186856095E-07,positive
readable,1.14519350139391E-07,positive
arraydeque,1.14540299028552E-07,positive
session-timeout,1.14541007955827E-07,positive
react-memo,1.14543785608276E-07,positive
database-table,1.14552020194738E-07,positive
imageurl,1.14558382940611E-07,positive
bitstring,1.1460604692045E-07,positive
phppgadmin,1.1462000881082E-07,positive
mel,1.14620950317317E-07,positive
dom-manipulation,1.14646430340422E-07,positive
abbyy,1.14647121646522E-07,positive
superclass,1.14649084167586E-07,positive
stringgrid,1.14655853981309E-07,positive
bgp,1.14668005641823E-07,positive
viewengine,1.14672460589766E-07,positive
unbounded-wildcard,1.14673601849414E-07,positive
sensitive-data,1.14678454288614E-07,positive
abstract,1.14703976492165E-07,positive
input-mask,1.14717304485794E-07,positive
items,1.14728387389431E-07,positive
aria2,1.1474985185295E-07,positive
principal,1.14752678389043E-07,positive
karatsuba,1.14767085636621E-07,positive
rdtsc,1.14769815090851E-07,positive
project-organization,1.14770324909311E-07,positive
misra,1.14786094642566E-07,positive
pong,1.1482550679159E-07,positive
number-systems,1.14842490499424E-07,positive
domo,1.14862516733546E-07,positive
google-openid,1.14862829589066E-07,positive
dlsym,1.14867978720958E-07,positive
system.io.file,1.14878400873062E-07,positive
graphics2d,1.14904979808251E-07,positive
bfg-repo-cleaner,1.14906002269685E-07,positive
themoviedb-api,1.14927461545629E-07,positive
fido-u2f,1.14944617736002E-07,positive
cjson,1.14978558384904E-07,positive
nested-object,1.14984189216226E-07,positive
c#-3.0,1.14986736484909E-07,neutral
sslsocketfactory,1.14991871223043E-07,positive
max-heap,1.15003956983461E-07,positive
oauth2client,1.15020637610901E-07,positive
bitvector,1.15027660537044E-07,positive
drillthrough,1.15040330682833E-07,positive
atan2,1.15072869321786E-07,positive
airbrake,1.15072981382161E-07,positive
react-native-component,1.15092978426476E-07,positive
modalpopup,1.15099554402637E-07,positive
harmon.ie,1.15100688948177E-07,positive
nsevent,1.15104846890497E-07,positive
buffer-overflow,1.15137765581495E-07,positive
background-position,1.15149013752142E-07,positive
sobel,1.15167500403915E-07,positive
openvas,1.15179400334467E-07,positive
exadata,1.15190807271776E-07,positive
use-case-diagram,1.15197676327567E-07,positive
pdftk,1.15202781474292E-07,positive
intellij-15,1.15228635271794E-07,positive
dynamic-proxy,1.15229744590944E-07,positive
structure-from-motion,1.1523446133595E-07,positive
sensor-fusion,1.15236401488375E-07,positive
rocket.chat,1.15239065381537E-07,positive
uptime,1.15267642150928E-07,positive
pythonw,1.15271790583477E-07,positive
bson,1.15277187792483E-07,positive
toplevel,1.15281941636977E-07,positive
time.h,1.15295568774246E-07,positive
bluetooth-peripheral,1.15309219555602E-07,positive
shared-data,1.15313533011362E-07,positive
starscream,1.15313692593348E-07,positive
search-box,1.15321762116582E-07,positive
lateral,1.15324940772035E-07,positive
devicemotion,1.15349351655043E-07,positive
pegjs,1.15376260998124E-07,positive
assisted-inject,1.15379634427648E-07,positive
maven-deploy-plugin,1.15384574327811E-07,positive
github-api-v3,1.15385540230721E-07,positive
qtabwidget,1.15406921444257E-07,positive
broken-links,1.15425548342593E-07,positive
comments,1.15433338361585E-07,neutral
unicode-normalization,1.15447839744338E-07,positive
makemigrations,1.15449947454685E-07,positive
heightmap,1.15452914484893E-07,positive
prismjs,1.15458110783796E-07,positive
tinkerpop,1.15472619836958E-07,positive
negative-lookbehind,1.15491793061159E-07,positive
emit,1.154921358387E-07,positive
react-relay,1.15497051313214E-07,positive
appbar,1.15508965443406E-07,positive
react-dom-server,1.15513891765931E-07,positive
fo-dicom,1.15518529798978E-07,positive
maple,1.15522123780427E-07,positive
email-spam,1.15529835907961E-07,neutral
selectall,1.15539168479398E-07,positive
google-index,1.15550619755477E-07,positive
cmocka,1.15553552884474E-07,positive
mjml,1.15569953570419E-07,positive
minikanren,1.15571136658727E-07,positive
memorycache,1.1559063202291E-07,positive
sealed-class,1.15597116675282E-07,positive
release-management,1.15611072189153E-07,neutral
erase-remove-idiom,1.15611305230202E-07,positive
sliverappbar,1.15627699113657E-07,positive
splitstackshape,1.15628235936929E-07,positive
microprocessors,1.15643263327415E-07,positive
hierarchical-data,1.15664451408308E-07,positive
double-buffering,1.15667906459068E-07,positive
adam,1.15721221307694E-07,positive
varnish-4,1.15734632097045E-07,positive
firebase-crash-reporting,1.15741018494727E-07,positive
svelte-store,1.15759317654127E-07,positive
for-of-loop,1.15763373059694E-07,positive
router-outlet,1.15771428920555E-07,positive
database-metadata,1.15781229401467E-07,positive
imagenet,1.15789525766414E-07,positive
pivot-chart,1.15790876086722E-07,positive
shell-exec,1.15820083253922E-07,positive
hidden-markov-models,1.15821915368602E-07,positive
svn2git,1.15872830787956E-07,positive
jcomponent,1.15874047771251E-07,positive
showdialog,1.15874111120622E-07,positive
long-press,1.15881348203221E-07,positive
random-access,1.1592858688807E-07,positive
webmock,1.1593723478852E-07,positive
ibm-rad,1.15953897270431E-07,positive
string-constant,1.15962998793736E-07,positive
mcafee,1.15963863250335E-07,positive
xaudio2,1.15981995400363E-07,positive
http-status-code-204,1.16005136026764E-07,positive
compiled,1.16014597783199E-07,positive
cumsum,1.16016575943959E-07,positive
hammerspoon,1.16020932836676E-07,positive
device-manager,1.16034367684103E-07,positive
podspec,1.1605772708048E-07,positive
starlette,1.16069517503848E-07,positive
ftp-server,1.16127551307148E-07,positive
ddos,1.16172147149193E-07,positive
dagre,1.1617756610951E-07,positive
isenabled,1.16184145366073E-07,positive
pandas-bokeh,1.16196542719098E-07,positive
core-media,1.16218043352576E-07,positive
mobx-react,1.16220314110282E-07,positive
pyjwt,1.16231933908264E-07,positive
word-count,1.16233995269389E-07,positive
file-io,1.1624608740987E-07,neutral
jdeps,1.16258409087867E-07,positive
ikvm,1.16269934054857E-07,positive
spnego,1.16313173233079E-07,positive
qmouseevent,1.16314589689993E-07,positive
jquery-hover,1.16339349629388E-07,positive
angularfire2,1.16349972273616E-07,neutral
fitbit,1.16374882444769E-07,positive
magicmock,1.16385530026978E-07,positive
bitblt,1.16397789942208E-07,positive
arr,1.16400583296378E-07,positive
sharepoint-api,1.1640691913523E-07,positive
cqlsh,1.16414657164058E-07,positive
http.sys,1.16424719192964E-07,positive
amazon-cognito-facebook,1.16427507589611E-07,positive
zipinputstream,1.16429192706311E-07,positive
jenkins-email-ext,1.16432249050372E-07,positive
variable-length,1.16453015763331E-07,positive
abstract-data-type,1.1645662199786E-07,positive
universal,1.16486423154764E-07,positive
pscp,1.16499961228254E-07,positive
postorder,1.16556739695983E-07,positive
keystroke,1.16575069068643E-07,positive
aapt,1.16584709026259E-07,positive
environment,1.16596080273585E-07,positive
time-and-attendance,1.16619492531205E-07,positive
bjam,1.16620362982098E-07,positive
paginator,1.16658551773167E-07,positive
tone.js,1.1667286946842E-07,positive
lookup-tables,1.16678840970362E-07,positive
javafx-3d,1.16714261265384E-07,positive
non-deterministic,1.16715034541178E-07,positive
peripherals,1.16717327459525E-07,positive
object-oriented-analysis,1.16719366512324E-07,positive
libphonenumber,1.16720636114819E-07,positive
perfmon,1.1672067184031E-07,positive
appstore-sandbox,1.1672246226042E-07,positive
googlesheets4,1.16736279814293E-07,positive
rowsum,1.16740012132243E-07,positive
rcurl,1.16775769149806E-07,positive
leap-motion,1.16789040740136E-07,positive
zero-padding,1.16793921708103E-07,positive
java-client,1.16818025792053E-07,positive
required,1.16822430205034E-07,positive
window-handles,1.16826435112913E-07,positive
slime,1.16832016598954E-07,positive
gutter,1.16871627893681E-07,positive
setattribute,1.16901236310253E-07,positive
pyral,1.16905827796031E-07,positive
laravel-queue,1.16915499417798E-07,positive
invalidation,1.16916134961123E-07,positive
kotlin-native,1.16917214703667E-07,positive
seekbar,1.16929390846963E-07,positive
nixpkgs,1.16938625829276E-07,positive
fragment-backstack,1.16971201889282E-07,positive
on-screen-keyboard,1.16988104383507E-07,positive
resthighlevelclient,1.1699256832666E-07,positive
path-dependent-type,1.170185111142E-07,positive
servicepointmanager,1.17037746256195E-07,positive
texreg,1.17047724617934E-07,positive
memory-mapped-files,1.17049987343816E-07,positive
extbase,1.17053979640259E-07,positive
ns2,1.1706031427015E-07,positive
core-nfc,1.17095943516877E-07,positive
qt-installer,1.17114315767753E-07,positive
strikethrough,1.17124933505945E-07,positive
offlineapps,1.17134477978169E-07,positive
column-count,1.17139293477572E-07,positive
security-testing,1.17142851727306E-07,positive
commandbutton,1.17143634103856E-07,positive
connect-flash,1.17144139560406E-07,positive
remotewebdriver,1.17156334429601E-07,positive
sccm,1.17177955057263E-07,positive
nms,1.17178718110895E-07,positive
webfont-loader,1.17182467128064E-07,positive
node-mysql,1.17194699907968E-07,positive
js-cookie,1.17212039971062E-07,positive
storefront,1.17262598884785E-07,positive
html-pdf,1.17269259084096E-07,positive
elastic-beats,1.17278235832193E-07,positive
jodatime,1.17300984140991E-07,positive
app.xaml,1.17338217256466E-07,positive
program-counter,1.17338230842266E-07,positive
processstartinfo,1.17355016577682E-07,positive
ether,1.17366196859512E-07,positive
spring-data-commons,1.17383876843724E-07,positive
crc32,1.17387083655046E-07,positive
javafx-webengine,1.17402221614602E-07,positive
fnmatch,1.17410441393426E-07,positive
dynamic-list,1.17429336591913E-07,positive
non-convex,1.17443299482454E-07,positive
angular-google-maps,1.17451173776585E-07,positive
mathnet-numerics,1.17472724475695E-07,positive
const-correctness,1.17481113269931E-07,positive
sqlps,1.17483279552668E-07,positive
shortest,1.17506009780905E-07,positive
parametric-equations,1.17514631369373E-07,positive
resolve,1.17527658467981E-07,positive
typeloadexception,1.17540427051526E-07,positive
semantics,1.17540800578765E-07,positive
delimited,1.17542792400319E-07,positive
ulimit,1.17559534670892E-07,positive
arcade,1.17563162264205E-07,positive
left-to-right,1.17573305532328E-07,positive
model.matrix,1.17591515837659E-07,positive
backwards-compatibility,1.17597444614395E-07,positive
ssziparchive,1.17605208599506E-07,positive
mattermost,1.17612709040802E-07,positive
trellis,1.17612921554676E-07,positive
tink,1.17663596663874E-07,positive
gini,1.17664616804285E-07,positive
reflect-metadata,1.17685110955531E-07,positive
omnisharp,1.17703571244632E-07,positive
object-reference,1.17721661638174E-07,positive
kendo-combobox,1.17729331168814E-07,positive
composite-types,1.177302710527E-07,positive
x11-forwarding,1.17741136484219E-07,positive
canonicalization,1.17748082277026E-07,positive
region,1.17749898990384E-07,positive
android-unity-plugin,1.17752061100159E-07,positive
one2many,1.17802736791347E-07,positive
azure-notificationhub,1.17804682796803E-07,positive
pari-gp,1.1781873452091E-07,positive
github-package-registry,1.17819013223814E-07,positive
set-returning-functions,1.17829756054185E-07,positive
glew,1.17833511337161E-07,positive
aws-regions,1.17834393693042E-07,positive
azkaban,1.17853492645446E-07,positive
vcxproj,1.17856901538022E-07,positive
get-request,1.17862453205459E-07,positive
statsd,1.17875152449597E-07,positive
poloniex,1.178982151833E-07,positive
lotus-notes,1.17898802403714E-07,neutral
blueprint-osgi,1.17949499685913E-07,positive
visualstatemanager,1.17958431534488E-07,positive
runas,1.17964413416563E-07,positive
flipclock,1.17967136587107E-07,positive
redraw,1.17969884744643E-07,positive
delphi-2010,1.17973539095029E-07,neutral
virsh,1.17973903230959E-07,positive
git-stash,1.17975256283657E-07,positive
qnx-neutrino,1.17997562379495E-07,positive
cloudant,1.18058735939081E-07,positive
ed,1.18102821494432E-07,positive
ivy,1.18142582558839E-07,positive
model-validation,1.18206490917535E-07,positive
nls-lang,1.18208642979781E-07,positive
san,1.18210887041107E-07,positive
rep,1.18211829503321E-07,positive
py2app,1.18213616144229E-07,positive
major-upgrade,1.18216618756874E-07,positive
angular-schematics,1.18225237344469E-07,positive
lexical-scope,1.18230595482791E-07,positive
sensormanager,1.18231392588111E-07,positive
in-app,1.18237468921525E-07,positive
polynomials,1.18254621953284E-07,positive
papertrail-app,1.18299562025241E-07,positive
n-queens,1.18307254717175E-07,positive
ibm-data-studio,1.18342533296106E-07,positive
sysctl,1.18344521933734E-07,positive
minesweeper,1.18350330348831E-07,positive
android-button,1.18368893622176E-07,positive
stochastic-process,1.18372891385554E-07,positive
srand,1.18386778137926E-07,positive
structured-bindings,1.1839317635989E-07,positive
osi,1.18393793478055E-07,positive
python-embedding,1.18403257071593E-07,positive
